customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2160-BNGOW,Female,0,No,No,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,100.29,4193.72,No
3721-MGCLX,Male,0,No,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,70.74,582.7,Yes
3436-RIOWH,Male,0,No,No,38,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),111.16,4281.93,Yes
4740-KDZOI,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,97.71,1108.62,Yes
2422-TUWVK,Female,0,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,97.43,3703.18,No
1114-PAAWA,Female,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,19.76,281.47,No
9710-JKJAR,Male,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,22.94,325.21,No
7022-NHSAY,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),95.3,2980.47,Yes
7872-KJWNF,Male,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),48.65,2914.97,No
7435-ONDMN,Male,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),46.53,2693.89,No
6399-GIVGV,Male,0,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,47.88,2247.7,No
2970-ITRKA,Male,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,93.95,1330.81,No
1891-UMDDQ,Female,0,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),86.45,3628.27,Yes
9705-BJQMV,Male,0,Yes,No,26,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),23.01,561.55,Yes
8190-AADGD,Male,0,No,Yes,55,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,97.93,5452.08,No
9610-RMMVK,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,62.21,3631.13,No
1470-HCKUI,Female,1,No,Yes,69,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.78,6427.87,Yes
2228-FPUCU,Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,113.6,5297.97,No
7699-FEOYX,Male,0,No,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,82.29,603.1,No
2948-MGWFC,Female,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,86.93,5440.91,Yes
6876-MFVSS,Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,52.3,456.45,No
8833-LQTBN,Male,0,Yes,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,80.83,75.22,No
8695-KNTDI,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),90.38,1421.15,No
4946-HNRLP,Male,0,No,Yes,3,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,44.34,40.28,Yes
1614-FNGWW,Male,0,Yes,No,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,51.44,1276.47,Yes
4578-ZLDHG,Female,0,Yes,Yes,71,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,27.07,1915.5,No
7296-HAZIP,Female,0,No,No,68,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Mailed check,95.38,6461.17,No
8662-HBDKQ,Female,1,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,81.42,371.57,No
8058-ERQIS,Male,0,No,No,4,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),56.78,225.44,No
3411-AVDDA,Male,1,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,71.85,4874.66,No
2401-CNHJD,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,86.41,131.4,No
8725-KNROE,Female,1,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,36.51,1332.52,Yes
4655-IECOV,Male,1,Yes,No,0,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,86.39,21.34,No
2034-UZQOT,Male,0,No,No,7,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,81.48,506.7,No
4971-DVDAN,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,83.41,1028.26,Yes
3013-KFOHV,Male,0,No,No,69,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),50.84,3591.75,Yes
4309-CADUK,Female,0,No,No,49,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),33.24,1603.3,No
2558-GARJF,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),57.51,357.44,No
9146-WWNZP,Female,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,27.49,773.04,Yes
7030-KTBCN,Male,0,No,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.51,1357.74,No
7424-WVUBT,Male,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,73.94,2408.2,No
7111-UXAIE,Male,1,No,No,72,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),111.47,8047.62,No
7861-HRIUU,Male,0,No,Yes,51,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,40.5,2083.29,No
3405-METZV,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),72.2,2379.17,No
8275-EEIZP,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,33.96,2522.15,No
6941-FSHVE,Male,1,No,No,36,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.22,2608.71,No
8927-NIPFJ,Female,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.2,6514.47,No
8122-LNMPJ,Male,0,No,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),100.1,6805.55,Yes
7438-NMWKS,Female,0,Yes,Yes,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),88.67,349.54,No
4627-UELJH,Male,0,Yes,No,59,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,38.45,2254.29,Yes
8003-XXTCD,Male,0,No,No,30,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),63.42,1782.49,Yes
8420-WHPXK,Male,1,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,100.53,1306.1,Yes
6551-BFCPQ,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),92.28,5469.52,Yes
3878-VDYIY,Female,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,99.09,6651.95,No
1727-YDRMQ,Female,1,No,No,25,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),27.6,640.58,No
7808-PJHIE,Female,0,No,Yes,23,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,91.49,2007.99,No
6104-UQDXY,Male,0,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,62.75,3453.82,No
7598-CSFVN,Female,1,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,54.05,423.99,No
3115-SKRIM,Male,0,No,Yes,34,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,34.33,1114.74,No
4905-MJNNN,Male,0,No,No,23,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,42.05,938.0,No
9569-UJVXV,Female,0,Yes,Yes,30,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),78.62,2283.01,No
3223-UAGPF,Female,0,No,Yes,65,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,88.92,5756.76,No
9960-XAYWX,Female,0,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,73.01,4702.42,No
2993-FTKQT,Female,0,Yes,No,40,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),115.48,4585.54,No
6863-RXIBU,Female,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.88,1332.33,No
3680-LYUNI,Female,1,No,No,33,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,76.03,2610.75,Yes
7343-PDSRU,Female,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,93.03,3525.83,No
5629-PCWFD,Female,1,No,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,42.28,856.56,No
2251-AKQQP,Male,0,No,Yes,43,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),22.38,950.79,No
8736-LBIWV,Female,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,42.1,2861.4,No
8823-RJFIK,Female,0,No,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.7,1093.11,No
3462-UQBKR,Male,0,Yes,No,58,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,64.28,3721.05,Yes
6622-FHAVZ,Female,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,22.42,556.0,No
7717-OBIIH,Male,1,Yes,Yes,21,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.9,1909.24,Yes
6478-OLHJR,Male,0,No,No,39,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,108.95,4259.38,No
9684-SRJTH,Female,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,50.4,489.8,Yes
3108-WTFQO,Male,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,77.35,592.38,No
3978-VURIU,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,101.41,1127.77,Yes
2661-AOKOW,Male,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,44.51,1143.0,Yes
9891-RGETU,Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),89.41,3286.87,No
5820-WBPLC,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,108.38,293.6,No
4491-CNPUW,Male,0,No,Yes,14,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),87.35,1181.74,Yes
6174-RDVJI,Female,0,Yes,No,46,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),86.7,3985.03,Yes
8686-XSZIY,Male,0,No,No,4,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,28.8,121.54,Yes
1100-WXZHF,Male,0,No,No,53,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,34.01,1719.69,No
4248-KSBOR,Male,1,No,No,23,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),77.2,1750.63,Yes
5614-ZWCCN,Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,37.23,418.01,No
5916-AWDIW,Female,0,Yes,No,32,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),65.18,2084.49,No
7586-UBOGM,Female,0,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),105.88,5934.46,No
8549-VJMFW,Male,0,No,No,51,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,114.04,5745.86,Yes
1410-KDCRI,Male,1,No,No,63,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,59.7,3746.07,No
3164-BPFEA,Female,0,No,No,42,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,33.23,1340.16,Yes
7598-PISVN,Male,0,Yes,No,43,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),110.23,4708.55,No
1390-CNEWT,Male,0,Yes,No,35,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),65.22,2248.32,Yes
4399-QFCXC,Male,0,Yes,No,11,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,47.26,604.02,Yes
9930-TJLEB,Female,0,No,Yes,55,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),118.36,6499.34,No
8031-WHMHJ,Female,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),108.86,232.48,No
6923-YJDPR,Female,0,Yes,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,61.64,3001.45,No
9047-FYZQB,Male,0,No,Yes,28,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),23.1,667.14,No
9690-KZFXO,Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,77.02,1092.12,Yes
2943-WIYXB,Female,1,No,Yes,39,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,90.37,3474.67,Yes
8606-AOFVF,Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),18.53,500.15,No
8966-MJVCB,Female,0,No,No,69,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),51.45,3519.7,No
2600-COTLP,Female,0,Yes,No,41,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,27.54,1161.33,Yes
5543-SWMPB,Male,1,No,No,56,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,106.78,5867.4,No
4521-OFGHI,Female,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.24,168.0,No
3004-KXFMO,Male,1,Yes,Yes,37,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,113.99,4294.43,No
7064-FNHUO,Female,0,No,Yes,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,21.54,254.81,No
7456-CCOZO,Male,0,No,No,17,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,21.43,357.73,No
2485-PLLKG,Female,0,No,No,16,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),61.82,969.74,No
9506-YFPPV,Female,0,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),53.65,3086.78,No
9060-BZSPL,Female,0,Yes,No,65,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,22.94,1498.29,No
5884-BVXLV,Female,0,No,Yes,43,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,No,Electronic check,97.94,4160.26,No
6966-JUNOM,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.64,220.66,Yes
6912-FVSEB,Female,0,No,Yes,47,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,24.12,1113.47,Yes
6121-TXYZU,Male,0,No,No,38,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),67.06,2569.44,Yes
1569-HSIGK,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),53.26,319.47,Yes
6482-VRNJY,Male,0,No,No,29,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),32.3,903.42,Yes
6464-UPBNC,Male,0,Yes,No,17,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,30.39,477.07,No
8380-KOPTB,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,115.96,4890.09,No
5761-VQVIO,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,82.99,2718.36,No
3463-FWKPL,Male,1,Yes,No,52,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),39.12,2083.25,No
2427-DSHWS,Male,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,50.44,2690.92,No
4654-XZBKI,Female,0,No,No,18,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.85,1482.26,No
4626-NJGEJ,Female,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.82,1836.73,No
9187-XNYGH,Female,1,Yes,No,25,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,54.1,1332.74,Yes
2558-AGFYA,Female,0,Yes,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.82,622.37,No
8520-MUOFV,Male,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,79.16,1797.14,No
3207-FQDMF,Male,1,No,No,5,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,104.3,585.78,No
6334-ESXMQ,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),109.12,5744.88,No
3129-ZINVU,Male,0,No,No,38,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),83.12,3151.21,Yes
8001-YNJES,Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,99.69,225.9,No
8045-KNWSY,Male,0,Yes,Yes,57,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,94.89,5312.73,No
1467-ARPVK,Female,0,No,No,47,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,20.07,1041.66,No
4054-QWNXR,Female,0,No,Yes,59,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,35.26,2113.81,No
9518-RLZUX,Male,0,Yes,Yes,25,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),24.65,673.62,Yes
7442-QPBXH,Female,1,No,Yes,39,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),46.29,1732.67,No
2267-RTYTI,Female,0,No,Yes,55,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),26.5,1479.69,Yes
6080-DJBYE,Female,0,No,No,38,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),69.42,2731.66,Yes
1997-WTCIB,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),37.36,1431.07,No
9789-CLYBC,Female,0,No,No,47,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),35.22,1709.1,Yes
3280-EKSEU,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,117.42,2887.67,Yes
5317-IEZQS,Female,0,No,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),110.4,3626.37,Yes
2932-FTPAQ,Male,0,Yes,Yes,20,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,38.13,800.0,Yes
3139-NZZTG,Male,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.88,990.89,Yes
4475-XYPGU,Female,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),92.07,1930.24,No
4286-ZVSVR,Male,0,Yes,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),84.27,1753.66,Yes
